,0
0.0,0.5
0.0033333333333333335,0.5026654922117746
0.006666666666666667,0.49943463661652876
0.01,0.4918772770439287
0.013333333333333334,0.4896914893149609
0.016666666666666666,0.4923948778657934
0.02,0.49616354810642443
0.023333333333333334,0.5032643788647374
0.02666666666666667,0.497392761955312
0.030000000000000002,0.48792763664808103
0.03333333333333333,0.4911908139246133
0.03666666666666667,0.5042734213725673
0.04,0.5096834949720626
0.043333333333333335,0.508863635468635
0.04666666666666667,0.5126605710480695
0.05,0.508235756662284
0.05333333333333334,0.5128649663611952
0.05666666666666667,0.5120222552195677
0.060000000000000005,0.5073053225542485
0.06333333333333334,0.511591292827883
0.06666666666666667,0.5018200433637279
0.07,0.4950704856565768
0.07333333333333333,0.504829408350125
0.07666666666666667,0.5241966899742075
0.08,0.5318633045182649
0.08333333333333334,0.5322671301208247
0.08666666666666667,0.5413199133058355
0.09000000000000001,0.5501141184870099
0.09333333333333334,0.5716667241849696
0.09666666666666668,0.5730170709230753
0.1,0.5848444190266227
0.10333333333333335,0.5749720458803127
0.10666666666666667,0.5763331685112311
0.11,0.5681340211797821
0.11333333333333334,0.5759785894909154
0.11666666666666667,0.5756420985096942
0.12000000000000001,0.5766342274768919
0.12333333333333334,0.5719643275064897
0.12666666666666668,0.574588696950442
0.13,0.5835563685695964
0.13333333333333333,0.5868420902849594
0.1366666666666667,0.5863381948772219
0.14,0.5866840809648646
0.14333333333333334,0.5871956569827889
0.14666666666666667,0.5790630754752272
0.15000000000000002,0.5897732150345335
0.15333333333333335,0.5892285117920234
0.15666666666666668,0.5907401147113053
0.16,0.5768252705176424
0.16333333333333333,0.575609451635865
0.16666666666666669,0.5777466720723238
0.17,0.5804856704868907
0.17333333333333334,0.5798406266946807
0.17666666666666667,0.5817194179398059
0.18000000000000002,0.5715550449144247
0.18333333333333335,0.5731416759688862
0.18666666666666668,0.5739954298567631
0.19,0.577809678234935
0.19333333333333336,0.5810050010243144
0.19666666666666668,0.5806721337300838
0.2,0.5887859878575585
0.20333333333333334,0.5946547883478797
0.2066666666666667,0.5985909166995891
0.21000000000000002,0.6067474097394204
0.21333333333333335,0.6136610930963796
0.21666666666666667,0.6167852310458821
0.22,0.6147646872069813
0.22333333333333336,0.6130505175401391
0.22666666666666668,0.6176844033421538
0.23,0.6233499338419946
0.23333333333333334,0.6259375532987971
0.2366666666666667,0.6250316319397957
0.24000000000000002,0.6233100211144419
0.24333333333333335,0.6262552119495902
0.24666666666666667,0.6306453738040027
0.25,0.6247939077612593
0.25333333333333335,0.6361527634835907
0.2566666666666667,0.6428086479907672
0.26,0.6461165975740907
0.26333333333333336,0.6482216349760874
0.26666666666666666,0.6520431188639895
0.27,0.6512536064876552
0.2733333333333334,0.6470348256856363
0.27666666666666667,0.6445448744582248
0.28,0.6519600238460804
0.2833333333333333,0.6580322403612986
0.2866666666666667,0.6625822359502268
0.29000000000000004,0.6631624821450185
0.29333333333333333,0.6640614625475462
0.2966666666666667,0.6705175184988013
0.30000000000000004,0.6741142057344397
0.30333333333333334,0.6748750094882762
0.3066666666666667,0.6815076063916656
0.31,0.6863523582425185
0.31333333333333335,0.6894674913104006
0.3166666666666667,0.6884761806451823
0.32,0.6901272910775158
0.32333333333333336,0.6920127252659887
0.32666666666666666,0.6863944801369796
0.33,0.689636752099642
0.33333333333333337,0.6978889259112614
0.33666666666666667,0.688366037869537
0.34,0.6932140922619565
0.3433333333333334,0.6940694266745024
0.3466666666666667,0.6992720845997679
0.35000000000000003,0.70576119829137
0.35333333333333333,0.7030534040093145
0.3566666666666667,0.7112993771514369
0.36000000000000004,0.7180029297166783
0.36333333333333334,0.7216298720805121
0.3666666666666667,0.7222757053136689
0.37000000000000005,0.7097194147495183
0.37333333333333335,0.7156621234932038
0.3766666666666667,0.7121147007017767
0.38,0.7039001589191071
0.38333333333333336,0.7062124515330724
0.3866666666666667,0.7046176926937819
0.39,0.6945746974696285
0.39333333333333337,0.6945228950114869
0.39666666666666667,0.6968361437424969
0.4,0.7095327852636372
0.4033333333333334,0.7107224027159946
0.4066666666666667,0.7106287310921139
0.41000000000000003,0.7112798473471423
0.4133333333333334,0.7073255428386607
0.4166666666666667,0.7098739838501255
0.42000000000000004,0.717036204667065
0.42333333333333334,0.7339514676971647
0.4266666666666667,0.7354208649070333
0.43000000000000005,0.7257969704498649
0.43333333333333335,0.7264299637588454
0.4366666666666667,0.72282744670779
0.44,0.7202311034916725
0.44333333333333336,0.7283872160222196
0.4466666666666667,0.7237706422447304
0.45,0.7356724690407472
0.45333333333333337,0.7318309122674254
0.4566666666666667,0.7281072347367561
0.46,0.7241249755389129
0.4633333333333334,0.7300217888054906
0.4666666666666667,0.729518218441152
0.47000000000000003,0.7249684003398706
0.4733333333333334,0.7387914347357859
0.4766666666666667,0.7446402462154351
0.48000000000000004,0.7398037853117309
0.48333333333333334,0.7372655271052302
0.4866666666666667,0.74557640079585
0.49000000000000005,0.751725085649753
0.49333333333333335,0.749173002673937
0.4966666666666667,0.7456633501602699
0.5,0.7325510669302433
0.5033333333333334,0.7330611209786226
0.5066666666666667,0.7261371768083734
0.51,0.7315893930041076
0.5133333333333334,0.7255214215258178
0.5166666666666667,0.7361534695484143
0.52,0.7286082030660928
0.5233333333333333,0.7223249907851373
0.5266666666666667,0.7277674236456693
0.53,0.7240183381492753
0.5333333333333333,0.7255066093397676
0.5366666666666667,0.724989149487611
0.54,0.7251182554598459
0.5433333333333333,0.7197575411472531
0.5466666666666667,0.7156963273227579
0.55,0.7218770442237146
0.5533333333333333,0.7304779753621988
0.5566666666666668,0.7337952085782403
0.56,0.728797220354474
0.5633333333333334,0.7248661378162605
0.5666666666666667,0.7303688708895117
0.5700000000000001,0.7409386015980219
0.5733333333333334,0.7340228186773117
0.5766666666666667,0.7401679228509994
0.5800000000000001,0.7455291290762707
0.5833333333333334,0.7459020660123148
0.5866666666666667,0.7530036905408507
0.5900000000000001,0.7511112072258146
0.5933333333333334,0.7696813042846045
0.5966666666666667,0.7724254984157426
0.6000000000000001,0.7734141556283897
0.6033333333333334,0.7815283511492903
0.6066666666666667,0.775710406114353
0.61,0.7770793192529166
0.6133333333333334,0.7829261210490538
0.6166666666666667,0.7815428579382481
0.62,0.7876507551713369
0.6233333333333334,0.7834709563443313
0.6266666666666667,0.7881577553481451
0.63,0.7887050596533691
0.6333333333333334,0.7862557170098887
0.6366666666666667,0.7912182295553568
0.64,0.7826732530450083
0.6433333333333334,0.7883451653013815
0.6466666666666667,0.7886437858044346
0.65,0.7951557981106853
0.6533333333333333,0.7966252459010035
0.6566666666666667,0.7955186836460926
0.66,0.8078419474197132
0.6633333333333333,0.8126361006430088
0.6666666666666667,0.8183121652835099
0.67,0.8119768935850271
0.6733333333333333,0.8121027813309728
0.6766666666666667,0.8129504720215899
0.68,0.8207773155106449
0.6833333333333333,0.8260501128282197
0.6866666666666668,0.8252986714545253
0.6900000000000001,0.8172859874950055
0.6933333333333334,0.8126483616402889
0.6966666666666667,0.8166610662092301
0.7000000000000001,0.8305066739789778
0.7033333333333334,0.8291476333238297
0.7066666666666667,0.8219575531205168
0.7100000000000001,0.8279583743768689
0.7133333333333334,0.828035085237868
0.7166666666666667,0.8296215164397257
0.7200000000000001,0.8233749039201238
0.7233333333333334,0.8324989700997071
0.7266666666666667,0.8355864896849756
0.7300000000000001,0.8344522898689956
0.7333333333333334,0.8267956607787805
0.7366666666666667,0.8281173099788284
0.7400000000000001,0.8359641694822444
0.7433333333333334,0.8279881545537845
0.7466666666666667,0.8381181040741692
0.75,0.8386703728141285
0.7533333333333334,0.8447589778104787
0.7566666666666667,0.8358108226524105
0.76,0.8376530143055377
0.7633333333333334,0.8463124245590472
0.7666666666666667,0.8537865813435248
0.77,0.8493144116285091
0.7733333333333334,0.8495284801922374
0.7766666666666667,0.8531417577582451
0.78,0.8516076255423664
0.7833333333333334,0.8499889801777283
0.7866666666666667,0.8535590351939486
0.79,0.8562645124378979
0.7933333333333333,0.8464788385719104
0.7966666666666667,0.8443672282022556
0.8,0.844150380383245
0.8033333333333333,0.8558942990688012
0.8066666666666668,0.8565260150240996
0.81,0.8492330313478039
0.8133333333333334,0.8553419414817385
0.8166666666666668,0.8545784086605053
0.8200000000000001,0.8508847441593504
0.8233333333333334,0.8512451055380184
0.8266666666666668,0.8474131747372579
0.8300000000000001,0.8566951678086162
0.8333333333333334,0.8512638232792404
0.8366666666666667,0.8498078693598546
0.8400000000000001,0.8445961715304211
0.8433333333333334,0.8408512788729412
0.8466666666666667,0.8411982228720412
0.8500000000000001,0.848004840045512
0.8533333333333334,0.843770246211448
0.8566666666666667,0.8466398566051783
0.8600000000000001,0.8511045613361053
0.8633333333333334,0.8299063984612376
0.8666666666666667,0.8308120914756564
0.8700000000000001,0.8415078870929619
0.8733333333333334,0.8451385148472358
0.8766666666666667,0.8370900191820182
0.88,0.8319836972534538
0.8833333333333334,0.8364236394356619
0.8866666666666667,0.8414341201206523
0.89,0.8406011971141079
0.8933333333333334,0.8407192651617174
0.8966666666666667,0.8351217801565507
0.9,0.836804433988225
0.9033333333333334,0.8355944763712839
0.9066666666666667,0.8335603370611516
0.91,0.8340064894688369
0.9133333333333334,0.8308022076435745
0.9166666666666667,0.835988473212962
0.92,0.8355425973125735
0.9233333333333333,0.8455804027428282
0.9266666666666667,0.8416406239585884
0.93,0.8494600775898828
0.9333333333333333,0.850074464616269
0.9366666666666668,0.8579549460394963
0.9400000000000001,0.864376763871072
0.9433333333333334,0.8678448091613149
0.9466666666666668,0.8625538051056237
0.9500000000000001,0.8585071674333945
0.9533333333333334,0.8600204295317896
0.9566666666666668,0.8559703322781287
0.9600000000000001,0.8599610629206949
0.9633333333333334,0.8558012616772431
0.9666666666666667,0.8566219132864726
0.9700000000000001,0.8528465354615316
0.9733333333333334,0.8639302762392591
0.9766666666666667,0.8760940169753467
0.9800000000000001,0.8738057065065385
0.9833333333333334,0.8736027765415461
0.9866666666666667,0.8631091502339276
0.9900000000000001,0.8622626767650396
0.9933333333333334,0.8622754360091724
0.9966666666666667,0.8711016607745986
1.0,0.875726758713338
